repo_id,repo_name,organization,category,subcategory,popularity_tier,stars,forks,watchers,open_issues,closed_issues,open_pull_requests,merged_pull_requests,contributors_count,total_commits,primary_language,secondary_languages,framework_dependency,license_type,first_commit_date,last_commit_date,repo_age_days,is_actively_maintained,monthly_downloads,monthly_active_users,release_count,avg_issue_response_hours,code_size_kb,has_documentation,has_ci_cd,has_docker_support,has_unit_tests,has_changelog,has_arxiv_paper,has_live_demo,has_api,has_cli,has_gui,readme_quality,community_sentiment_score,package_manager,minimum_python_version,hardware_requirement,cloud_integration,repo_health_score
R00085,open-graph-craft,keras-team,Large Language Models,Evaluation & Benchmarks,niche,289,96,15,2,9,1,15,1,15,Rust,R|C,PyTorch,AGPL-3.0,2018-05-10,2020-04-04,695,False,237,30,12,146.4,1225,True,False,False,False,False,True,False,False,True,False,Missing,0.615,source-only,N/A,TPU,AWS,27.9
R00086,omni-guard-base,research-lab-1,MLOps & Infrastructure,Model Monitoring,moderate,1555,389,25,69,664,4,106,21,190,Python,C++|Zig,ONNX,AGPL-3.0,2019-03-18,2024-02-18,1798,False,2237,90,52,309.9,79,False,True,True,False,False,False,False,True,True,False,Good,0.76,npm,3.8+,Apple Silicon,GCP,39.3
R00087,bench-core,indie-dev-71,Generative AI,Code Generation,niche,265,91,5,8,60,1,29,10,92,Python,Scala,JAX,Apache-2.0,2019-07-30,2020-10-25,453,False,2398,67,3,195.5,71,True,True,False,True,False,False,False,False,True,False,Excellent,0.805,brew,3.10+,Apple Silicon,Azure,42.6
R00088,hyper-bench,indie-dev-16,Reinforcement Learning,Environments & Simulators,popular,7131,841,248,41,118,10,185,15,229,Python,Lua,ONNX,GPL-3.0,2020-06-06,2024-11-24,1632,False,43139,5746,64,211.7,122,True,True,True,False,True,False,False,True,True,False,Poor,0.535,docker-only,3.9+,AMD ROCm,Hugging Face,58.2
R00089,GPKFM,startup-8,Audio & Speech,Music Generation,niche,500,94,7,5,21,0,0,3,62,R,None,PyTorch,MIT,2022-10-17,2025-08-17,1035,True,2814,66,9,85.2,2419,False,True,False,True,False,False,False,True,False,False,Good,0.538,docker-only,N/A,CPU+GPU,GCP,51.1
R00090,quantkit,indie-dev-4,Reinforcement Learning,Robotics Control,new,16,5,1,13,114,3,61,1,31,Python,None,TensorFlow,Apache-2.0,2022-05-21,2023-05-01,345,False,55,32,3,184.9,586,False,False,False,True,False,False,False,False,False,True,Good,0.47,npm,3.10+,Multi-GPU,AWS,21.4
R00091,VUMYK,google-deepmind,Data Engineering,Data Labeling,new,16,2,0,7,41,4,59,1,15,TypeScript,Scala|Go|Swift,TensorFlow,Apache-2.0,2016-02-08,2019-02-01,1089,False,97,43,6,493.7,1364,False,True,False,True,True,False,False,True,False,True,Good,0.506,cargo,N/A,TPU,Together AI,33.2
R00092,vectorbase,startup-4,Computer Vision,Image Classification,niche,284,46,20,3,36,0,0,1,17,Python,C++|Rust|Java,ONNX,BSD-3-Clause,2022-10-24,2025-06-06,956,False,672,23,23,100.1,531,True,False,True,True,True,False,False,True,False,False,Average,0.746,pip,3.11+,TPU,Multi-cloud,44.9
R00093,gradflow,startup-0,Data Engineering,Data Labeling,new,24,5,1,8,57,5,43,1,15,Go,Zig,Flax,MIT,2017-05-29,2019-10-18,872,False,19,20,8,123.9,535,True,True,False,False,False,False,False,True,True,False,Good,0.606,docker-only,N/A,CUDA GPU,GCP,34.9
R00094,search-hub,aws,MLOps & Infrastructure,Pipeline Orchestration,new,12,2,0,4,19,4,81,1,17,Python,Kotlin|Mojo|TypeScript,TensorFlow,Apache-2.0,2017-01-19,2021-04-27,1559,False,16,41,22,103.6,218,False,True,True,True,True,False,False,False,False,False,Good,0.487,brew,3.12+,TPU,Replicate,43.4
R00095,evalcore,fastai,AI Safety & Interpretability,Fairness & Bias,new,26,8,0,7,76,2,13,1,10,Python,TypeScript|Zig,TensorFlow,BSD-3-Clause,2021-05-04,2021-08-05,93,False,57,49,1,182.0,844,True,True,False,True,False,False,False,False,False,False,Good,0.738,cargo,3.8+,TPU,None,40.1
R00096,easy-agent,indie-dev-52,Audio & Speech,Speech Recognition,moderate,2137,380,40,42,190,2,51,66,916,TypeScript,Scala|Lua|Java,Flax,GPL-3.0,2024-09-14,2024-12-13,90,False,1057,119,0,125.9,259,True,False,False,False,False,False,False,False,True,False,Good,0.779,docker-only,N/A,AMD ROCm,Together AI,29.1
R00097,super-eval,startup-41,Natural Language Processing,Question Answering,niche,184,39,7,1,6,5,117,1,10,Java,Julia|TypeScript|R,TensorFlow,MIT,2022-05-10,2023-02-23,289,False,55,40,1,134.5,32,True,True,False,False,False,True,False,True,False,False,Missing,0.763,pip,N/A,Apple Silicon,GCP,29.8
R00098,vectorx,unsloth-ai,Generative AI,3D Generation,new,27,7,0,15,79,2,52,1,44,Python,Scala|TypeScript|Mojo,Flax,AGPL-3.0,2019-10-26,2022-04-10,897,False,700,71,11,124.1,1305,False,False,True,False,False,True,False,True,False,False,Good,0.372,docker-only,3.9+,Multi-GPU,Azure,16.8
R00099,deep-token-cpp,research-lab-30,Computer Vision,Face Recognition,niche,294,27,18,2,5,1,5,7,113,Python,None,None/Custom,AGPL-3.0,2022-04-11,2023-04-14,368,False,229,13,6,103.4,2006,True,True,True,True,True,False,False,True,True,False,Excellent,0.652,npm,3.11+,CPU+GPU,Modal,42.9
R00100,mini-prompt,apache,Computer Vision,Image Segmentation,popular,7559,1875,480,27,126,32,257,83,790,Java,R,CUDA,MIT,2018-07-07,2022-09-19,1535,False,85588,8571,12,221.9,523,True,True,True,True,False,False,True,True,False,False,Excellent,0.938,npm,N/A,CPU,GCP,70.7
R00101,MLNKZ,indie-dev-10,Large Language Models,Quantization,niche,500,146,27,2,15,0,0,1,10,Python,None,None/Custom,MIT,2022-03-25,2022-10-13,202,False,1202,161,1,146.3,1495,False,True,False,False,False,False,False,True,False,False,Average,0.766,pip+conda,3.11+,CUDA GPU,GCP,20.7
R00102,quant-pulse,indie-dev-75,Graph & Geometric ML,Graph Neural Networks,new,27,8,0,11,142,2,46,1,39,Python,None,JAX,Apache-2.0,2024-12-19,2025-01-24,36,False,157,5,1,302.1,518,False,False,False,False,True,True,False,True,True,False,Average,0.481,pip+conda,3.12+,Multi-GPU,Replicate,10.2
R00103,textpulse,research-lab-17,Generative AI,Code Generation,niche,265,78,6,3,29,2,35,3,45,Python,Zig,PyTorch,Apache-2.0,2016-09-17,2019-11-27,1166,False,1399,148,15,69.7,1472,False,False,False,False,False,False,False,True,True,False,Excellent,0.627,pip,3.12+,AMD ROCm,None,21.1
R00104,model-ai,deepseek-ai,Large Language Models,Foundation Models,niche,332,17,9,2,18,1,23,1,10,Python,None,None/Custom,MIT,2020-07-26,2022-08-05,740,False,301,17,9,209.8,2865,True,False,True,False,False,True,False,True,True,False,Average,0.503,brew,3.11+,CPU,Together AI,26.5
R00105,fast-quant-craft,01-ai,Large Language Models,Model Merging,moderate,1124,159,80,13,92,3,45,22,259,Kotlin,None,PyTorch,BSD-3-Clause,2017-11-10,2019-02-04,451,False,733,88,5,315.8,183,True,False,True,True,False,False,False,False,True,False,Average,1.0,pip+conda,N/A,Multi-GPU,Multi-cloud,37.0
R00106,mini-eval-forge,research-lab-6,Reinforcement Learning,Game AI,popular,7995,1790,394,163,897,21,538,207,6411,Python,None,PyTorch,Unlicense,2019-03-08,2020-08-08,519,False,10582,192,11,167.7,229,False,False,True,True,True,False,True,False,True,False,Average,0.862,cargo,3.12+,Apple Silicon,Modal,52.7
R00107,swift-quant-py,lm-sys,Generative AI,GANs,niche,361,65,7,3,29,0,0,1,10,Python,Mojo|Lua|Rust,Triton,MIT,2015-01-27,2019-10-02,1709,False,388,38,15,424.5,684,False,False,False,True,False,False,False,True,False,False,Excellent,0.892,pip+conda,3.12+,CUDA GPU,Hugging Face,31.1
R00108,textcraft,salesforce-research,Computer Vision,Super Resolution,niche,243,53,12,2,11,0,0,1,10,Python,R|TypeScript,PyTorch,MIT,2022-02-23,2024-06-09,837,False,457,60,7,75.7,809,True,False,False,False,False,True,True,True,False,False,Good,0.691,brew,3.11+,CUDA GPU,Hugging Face,24.3
R00109,modelbox,indie-dev-55,Audio & Speech,Text-to-Speech,niche,479,43,7,15,179,0,0,2,86,Python,Zig,None/Custom,Unlicense,2018-06-16,2023-09-25,1927,False,529,60,26,195.4,578,False,True,False,True,True,False,False,False,False,False,Missing,0.574,brew,3.11+,CPU,Together AI,45.4
R00110,DOD,meta-llama,Large Language Models,Fine-tuning Tools,moderate,1224,393,33,34,96,2,34,12,111,TypeScript,Mojo,TensorFlow,BSD-3-Clause,2015-09-10,2025-01-31,3431,False,325,19,44,261.4,555,False,True,False,False,True,False,False,False,False,True,Poor,0.825,source-only,N/A,CPU+GPU,GCP,36.0
R00111,easy-vision,indie-dev-50,Large Language Models,Multimodal Models,popular,9355,1643,263,114,915,9,263,88,621,Python,TypeScript|Java,PyTorch,MIT,2024-03-19,2025-05-27,434,False,5581,144,3,300.8,260,True,True,True,True,True,True,True,False,True,False,Excellent,0.815,cargo,3.12+,CUDA GPU,Together AI,68.7
R00112,flash-vector,startup-20,AI Safety & Interpretability,Guardrails,niche,229,47,4,2,18,0,0,1,22,C,Go|C++,PyTorch,GPL-3.0,2020-06-08,2022-06-12,734,False,235,7,6,39.0,5578,True,False,True,False,False,False,False,True,True,False,Good,0.985,pip,N/A,AMD ROCm,Multi-cloud,24.1
R00113,LFFH,startup-26,Graph & Geometric ML,Point Cloud Processing,niche,181,12,8,1,4,2,26,1,34,C,Julia|Scala|Zig,PyTorch,Proprietary,2023-04-12,2025-04-25,744,False,244,28,8,81.5,324,False,False,False,False,True,True,True,False,True,False,Good,0.797,cargo,N/A,AMD ROCm,Azure,14.5
R00114,cross-flow-forge,bigscience-workshop,Natural Language Processing,Text Generation,niche,391,82,17,2,25,1,29,1,17,C,None,Keras,LGPL-3.0,2021-07-30,2025-08-11,1473,True,664,25,18,5.5,772,False,True,False,True,True,True,True,True,False,False,Missing,0.925,source-only,N/A,Multi-GPU,Azure,58.6
R00115,TZLHV,indie-dev-36,Graph & Geometric ML,Knowledge Graphs,niche,229,74,10,1,12,1,27,3,60,Python,None,Triton,Proprietary,2018-06-10,2021-10-28,1236,False,447,21,10,127.8,714,True,False,False,True,False,False,False,True,False,False,Excellent,0.834,cargo,3.8+,Multi-GPU,Hugging Face,37.5
R00116,hyper-text-spark,google-deepmind,Audio & Speech,Audio Classification,moderate,3000,225,215,80,1165,6,130,6,91,Python,Zig|C++,None/Custom,MIT,2017-12-22,2020-05-28,888,False,8603,850,8,92.7,520,True,True,True,False,False,False,False,False,False,False,Average,0.68,brew,3.9+,CUDA GPU,GCP,42.0
R00117,nano-bert,apache,Audio & Speech,Music Generation,niche,346,25,21,2,25,2,25,2,36,Python,C++|C|Mojo,PyTorch,Custom,2015-10-31,2019-09-30,1430,False,1474,111,34,154.7,448,False,False,False,False,False,False,True,True,False,False,Average,0.384,docker-only,3.12+,Multi-GPU,None,25.2
R00118,mini-data-ml,research-lab-0,Data Engineering,ETL for ML,new,16,4,1,4,15,0,0,1,12,Python,Mojo|R,ONNX,Apache-2.0,2024-06-02,2025-10-15,500,True,33,6,4,87.4,2154,True,True,True,True,False,False,False,False,False,True,Average,0.804,pip+conda,3.10+,CUDA GPU,Hugging Face,56.0
R00119,guard-ml,indie-dev-59,Reinforcement Learning,Environments & Simulators,moderate,1679,577,91,9,56,2,18,22,412,Go,Zig,None/Custom,MIT,2017-12-14,2020-07-27,956,False,6159,799,7,225.3,1422,False,False,False,False,False,True,False,False,False,False,Poor,0.518,cargo,N/A,AMD ROCm,Modal,19.4
R00120,deep-tune-ml,indie-dev-72,Generative AI,Code Generation,niche,126,14,1,0,0,5,133,1,27,Lua,C++|Mojo,CUDA,Unlicense,2023-12-23,2025-08-29,615,True,779,80,8,40.9,374,True,True,False,False,False,False,False,True,False,False,Excellent,0.821,pip+conda,N/A,TPU,Together AI,41.4
R00121,dyna-chat-stack,startup-21,AI Safety & Interpretability,Explainability,popular,15000,2761,633,179,615,29,451,83,2409,TypeScript,C++,JAX,GPL-3.0,2022-11-08,2025-10-15,1072,True,36046,4692,16,33.6,366,False,True,True,True,False,False,False,False,True,False,Average,0.831,pip,N/A,TPU,Azure,83.0
R00122,flash-infer-wave,cohere-ai,Graph & Geometric ML,Molecular ML,viral,86338,29255,5255,1369,4741,142,3208,878,9601,C++,Julia|Java,PyTorch,Unlicense,2019-06-10,2023-03-28,1387,False,104186,4570,15,175.9,347,True,True,True,True,True,False,True,False,False,False,Good,0.84,conda,N/A,TPU,Multi-cloud,79.0
R00123,graphflow,startup-42,AI Safety & Interpretability,Guardrails,moderate,916,128,56,17,74,2,13,6,154,Python,Lua|C,TensorFlow,AGPL-3.0,2019-03-12,2019-11-27,260,False,5726,85,3,121.4,2015,False,False,True,False,False,True,True,True,False,False,Good,0.581,pip+conda,3.12+,TPU,GCP,12.8
R00124,mini-token,indie-dev-54,AI Safety & Interpretability,Guardrails,popular,9900,3196,562,27,206,14,340,83,6244,Rust,Mojo,MLX,BSD-3-Clause,2016-12-28,2022-05-24,1973,False,72020,5190,57,188.5,2422,True,True,True,True,True,False,False,False,False,False,Good,0.966,pip,N/A,CPU,Modal,81.9
R00125,flow-wave,indie-dev-4,Natural Language Processing,Named Entity Recognition,moderate,2354,479,40,31,304,5,117,9,31,C++,None,PyTorch,CC-BY-4.0,2021-10-27,2023-08-13,655,False,69798,1391,4,177.2,102,False,True,True,True,False,False,False,True,False,False,Poor,0.628,docker-only,N/A,AMD ROCm,None,37.7
R00126,simple-audio,research-lab-23,Audio & Speech,Music Generation,moderate,1724,229,134,23,129,1,10,7,30,Python,None,MLX,MIT,2018-08-24,2021-10-31,1164,False,4213,46,10,168.6,202,True,False,False,False,False,False,False,False,False,False,Missing,0.768,pip+conda,3.11+,Apple Silicon,Replicate,30.1
R00127,swift-diff,startup-5,MLOps & Infrastructure,Model Monitoring,niche,470,64,35,2,12,1,17,1,13,C++,None,TensorFlow,Proprietary,2022-12-31,2024-04-29,485,False,1384,149,3,287.7,81,True,True,True,False,False,False,False,False,False,False,Poor,0.45,source-only,N/A,Multi-GPU,GCP,31.9
R00128,vector-rs,startup-21,Reinforcement Learning,Environments & Simulators,new,13,3,0,11,158,2,51,2,21,Rust,Swift,PyTorch,GPL-3.0,2024-12-11,2025-06-28,199,False,45,37,1,123.5,754,False,True,False,False,False,True,False,True,False,True,Good,0.334,brew,N/A,TPU,Azure,20.3
R00129,dyna-flow-x,research-lab-21,AI Safety & Interpretability,Adversarial Robustness,moderate,723,62,28,6,85,1,21,3,47,C++,Go|Zig,None/Custom,GPL-3.0,2016-12-25,2020-07-30,1313,False,728,67,16,340.2,1243,True,False,False,True,False,False,False,False,True,False,Average,0.777,source-only,N/A,CPU,Together AI,43.1
R00130,bert-spark,phidata-ai,Natural Language Processing,Named Entity Recognition,popular,11609,3723,170,113,659,20,343,23,368,Python,Scala|Julia|TypeScript,PyTorch,MIT,2022-10-11,2024-10-15,735,False,20119,547,2,176.0,1204,False,True,True,True,True,False,True,False,False,False,Good,0.848,pip,3.11+,CPU+GPU,Multi-cloud,52.3
R00131,train-py,indie-dev-69,Natural Language Processing,Chatbot Frameworks,new,41,10,1,11,65,5,123,1,26,C++,Julia|Zig|C,ONNX,GPL-3.0,2016-11-23,2018-05-11,534,False,495,61,1,148.3,217,True,True,False,True,True,False,True,True,False,False,Average,0.133,docker-only,N/A,CPU,Replicate,39.5
R00132,multi-distill,research-lab-15,Reinforcement Learning,Policy Optimization,niche,439,114,25,2,27,0,0,1,11,Python,None,JAX,GPL-3.0,2022-11-10,2023-09-16,310,False,4882,281,3,337.6,212,True,False,False,False,False,False,False,True,False,False,Average,0.887,source-only,3.11+,CUDA GPU,Multi-cloud,22.5
R00133,open-text,research-lab-31,Computer Vision,Medical Imaging,niche,171,27,4,0,0,0,0,1,17,TypeScript,Rust|Julia|R,PyTorch,Custom,2020-07-16,2021-06-16,335,False,783,63,4,159.6,133,True,True,True,True,True,True,False,True,False,True,Average,0.666,pip,N/A,CPU,Azure,33.4
R00134,embed-studio,indie-dev-8,AI Safety & Interpretability,Guardrails,viral,60862,8324,4443,481,4732,56,756,1093,24907,Python,Kotlin,TensorFlow,Apache-2.0,2024-11-07,2025-01-23,77,False,41303,3543,0,184.1,3301,True,True,True,True,False,False,True,False,False,False,Excellent,0.758,brew,3.11+,AMD ROCm,Azure,69.1
R00135,YLTA,indie-dev-64,Large Language Models,Alignment & RLHF,new,12,1,0,14,77,0,0,1,13,Python,None,PyTorch,LGPL-3.0,2016-04-07,2020-12-16,1714,False,22,33,29,62.4,138,False,False,False,False,False,True,False,False,True,False,Good,0.548,npm,3.11+,Apple Silicon,Together AI,23.6
R00136,AUF,startup-38,Generative AI,3D Generation,niche,253,43,20,4,37,0,0,8,142,Python,None,PyTorch,Apache-2.0,2020-07-23,2025-07-07,1810,False,1247,19,8,630.3,677,True,True,False,True,False,True,False,False,True,False,Good,0.79,conda,3.8+,TPU,Replicate,46.3
R00137,gptbox,startup-31,Generative AI,Diffusion Models,niche,237,68,6,1,14,1,19,1,13,Rust,None,PyTorch,Apache-2.0,2016-01-08,2024-12-24,3273,False,675,42,24,106.8,244,True,False,False,True,True,False,False,False,False,False,Average,0.926,brew,N/A,Multi-GPU,GCP,44.9
R00138,poly-net,indie-dev-30,Natural Language Processing,Text Summarization,niche,500,154,39,3,35,1,10,2,61,Python,Rust,MLX,Apache-2.0,2024-04-22,2025-03-16,328,False,1640,41,7,152.4,1019,False,False,False,True,True,True,False,True,False,False,Good,0.279,pip,3.11+,CPU+GPU,GCP,25.7
R00139,safespark,salesforce-research,Graph & Geometric ML,Geometric Deep Learning,niche,500,133,29,2,13,0,0,2,23,Python,Mojo|Scala,TensorFlow,Apache-2.0,2020-08-05,2020-09-12,38,False,3553,511,1,270.6,1193,False,True,False,False,True,False,False,False,False,False,Missing,0.797,docker-only,3.9+,Multi-GPU,Replicate,20.6
R00140,nano-guard-kit,research-lab-14,Large Language Models,Evaluation & Benchmarks,niche,325,91,18,4,39,0,0,1,21,Python,None,Flax,BSD-3-Clause,2022-11-07,2025-10-15,1073,True,403,27,10,14.0,193,False,False,True,False,False,True,False,False,False,False,Average,0.674,conda,3.10+,Multi-GPU,Hugging Face,32.3
R00141,SSVW,startup-11,Data Engineering,Dataset Management,new,25,3,0,13,145,0,0,1,35,Python,Rust,ONNX,MIT,2024-06-08,2025-04-26,322,False,75,48,2,155.0,150,False,False,False,True,True,False,False,False,False,False,Average,0.347,cargo,3.12+,Multi-GPU,Together AI,20.8
R00142,tensorstack,research-lab-30,Reinforcement Learning,Reward Modeling,moderate,2438,357,105,10,147,2,42,10,219,Python,None,CUDA,Apache-2.0,2015-07-12,2019-11-20,1592,False,24359,662,32,168.7,6902,False,True,True,False,False,False,False,False,False,False,Average,0.526,cargo,3.12+,AMD ROCm,Multi-cloud,40.2
R00143,easy-flow-spark,mosaicml,Computer Vision,Image Generation,niche,299,36,17,4,36,0,0,1,19,Python,C|Julia,PyTorch,GPL-3.0,2023-03-30,2024-10-06,556,False,957,45,6,67.2,747,True,True,False,True,True,True,True,False,False,False,Good,0.578,source-only,3.12+,AMD ROCm,GCP,44.2
R00144,quick-net-lib,startup-21,Generative AI,Diffusion Models,popular,6476,324,296,72,929,8,60,79,973,Python,Java,PyTorch,MIT,2020-08-31,2021-08-22,356,False,59877,3618,2,241.8,1715,True,True,True,True,True,False,False,False,True,False,Good,0.62,cargo,3.12+,Multi-GPU,AWS,61.6
R00145,flash-model-ops,startup-5,Reinforcement Learning,Policy Optimization,new,35,5,2,11,92,4,58,1,17,Go,Julia,MLX,MIT,2018-03-04,2018-07-13,131,False,58,32,2,342.2,1592,True,True,False,False,False,False,False,False,True,False,Poor,0.747,pip+conda,N/A,CUDA GPU,GCP,30.6
R00146,bert-core,lightning-ai,Audio & Speech,Speech Recognition,new,16,1,1,5,33,2,57,2,23,Rust,Julia,TensorFlow,Apache-2.0,2015-10-28,2016-07-06,252,False,55,25,2,40.8,88,True,True,False,False,False,False,False,False,False,True,Poor,0.458,docker-only,N/A,CPU,None,30.4
R00147,JYO,startup-30,Data Engineering,Data Cleaning,moderate,1428,400,55,17,80,2,54,6,109,Python,Lua,TensorFlow,AGPL-3.0,2022-05-30,2022-08-31,93,False,35117,1411,2,273.0,205,False,False,True,False,False,False,False,True,False,False,Average,0.657,pip,3.8+,CPU,Replicate,13.2
R00148,CJGXX,indie-dev-45,Audio & Speech,Text-to-Speech,niche,194,47,7,3,40,1,12,2,17,Python,Go|C++,PyTorch,AGPL-3.0,2022-03-30,2025-03-13,1079,False,337,8,4,154.9,576,False,False,False,False,False,False,False,True,True,False,Good,0.491,npm,3.10+,Apple Silicon,Multi-cloud,12.9
R00149,nano-lab,indie-dev-21,Computer Vision,Video Analysis,viral,42888,3744,1670,2321,4941,126,2091,27,361,Python,None,None/Custom,MIT,2020-06-13,2023-01-21,952,False,131587,13797,19,220.9,209,True,True,False,True,True,False,False,False,True,False,Average,0.738,brew,3.11+,Apple Silicon,Modal,73.8
R00150,poly-doc-base,mosaicml,Generative AI,Diffusion Models,new,46,4,0,2,7,2,23,1,21,Julia,TypeScript|Go|Lua,MLX,MIT,2022-03-29,2025-09-21,1272,True,152,8,25,82.9,98,True,True,False,True,False,False,False,False,False,False,Missing,0.634,npm,N/A,TPU,Hugging Face,68.0
R00151,netcraft,indie-dev-58,Reinforcement Learning,Robotics Control,niche,360,60,11,3,8,2,57,1,10,Python,R,PyTorch,Proprietary,2020-08-14,2023-07-25,1075,False,1102,159,10,188.5,229,False,False,False,True,True,False,False,False,True,False,Poor,0.621,brew,3.9+,CPU,Multi-cloud,25.6
R00152,micro-token,research-lab-31,MLOps & Infrastructure,Experiment Tracking,moderate,1377,325,89,19,133,4,87,2,34,Swift,Kotlin|Python,PyTorch,GPL-3.0,2017-04-26,2023-03-17,2151,False,1836,254,20,89.6,55,True,False,False,True,False,False,False,True,False,False,Poor,0.77,docker-only,N/A,CPU,Replicate,46.7
R00153,distill-ops,indie-dev-64,Audio & Speech,Music Generation,popular,11532,1086,121,37,314,25,549,29,1523,Java,Swift,PyTorch,MIT,2023-11-21,2025-04-27,523,False,28608,3518,21,140.5,51,True,True,True,True,False,True,True,False,False,False,Good,0.635,npm,N/A,CUDA GPU,Replicate,76.8
R00154,mini-gpt,research-lab-11,Large Language Models,Multimodal Models,moderate,1692,310,41,5,38,4,79,6,128,Rust,TypeScript|Python|Mojo,PyTorch,MIT,2016-10-21,2018-05-25,581,False,6136,904,8,120.7,248,False,False,False,True,False,False,False,True,False,False,Poor,0.724,cargo,N/A,CUDA GPU,Replicate,28.8
R00155,ZSY,research-lab-28,Large Language Models,Multimodal Models,new,31,8,0,5,26,5,105,4,53,C++,None,JAX,MIT,2020-09-23,2022-04-17,571,False,35,24,15,212.8,766,True,True,True,False,False,False,True,True,False,False,Excellent,0.437,conda,N/A,CPU+GPU,GCP,40.1
